dimension,node,component,value
F1,10.59.212.142,0,0.0000
F1,10.59.212.142,1,0.0009
F1,10.59.21.10,0,0.0000
F1,10.59.21.10,1,0.0009
F1,10.59.212.181,0,0.0000
F1,10.59.212.181,1,0.0009
F1,10.59.43.197,0,2.7884e-07
F1,10.59.43.197,1,0.0000
F1,10.59.174.126,0,-0.0010
F1,10.59.174.126,1,-0.0000
F1,10.59.174.123,0,-0.0010
F1,10.59.174.123,1,-0.0000
F1,10.59.212.44,0,6.9820e-06
F1,10.59.212.44,1,0.0006
F1,10.59.212.201,0,3.4215e-06
F1,10.59.212.201,1,0.0003
F1,10.59.174.201,0,-0.0010
F1,10.59.174.201,1,-0.0000
F1,10.59.207.16,0,2.9016e-06
F1,10.59.207.16,1,0.0003
F1,10.59.174.29,0,-0.0014
F1,10.59.174.29,1,8.0253e-06
F1,10.59.45.245,0,0.0000
F1,10.59.45.245,1,0.0009
F1,10.59.174.245,0,-0.0014
F1,10.59.174.245,1,-0.0000
F1,10.59.174.170,0,-0.0007
F1,10.59.174.170,1,-0.0000
F1,10.59.223.66,0,0.0000
F1,10.59.223.66,1,0.0010
F1,10.59.174.4,0,-0.0010
F1,10.59.174.4,1,-0.0000
F1,10.59.231.201,0,-0.0001
F1,10.59.231.201,1,0.0009
F1,10.59.137.202,0,1.0305e-06
F1,10.59.137.202,1,0.0001
F1,10.59.174.110,0,-0.0010
F1,10.59.174.110,1,-0.0000
F1,10.59.174.228,0,-0.0010
F1,10.59.174.228,1,-0.0000
F1,10.59.174.224,0,-0.0010
F1,10.59.174.224,1,-0.0000
F1,10.59.174.2,0,-0.0010
F1,10.59.174.2,1,-0.0000
F1,10.59.174.220,0,-0.0010
F1,10.59.174.220,1,-0.0000
F1,10.59.174.143,0,-0.0010
F1,10.59.174.143,1,-0.0000
F1,10.59.223.85,0,0.0000
F1,10.59.223.85,1,0.0011
F1,10.59.174.177,0,-0.0010
F1,10.59.174.177,1,-0.0000
F1,10.59.137.72,0,0.0000
F1,10.59.137.72,1,0.0009
F1,10.59.137.187,0,3.0941e-06
F1,10.59.137.187,1,0.0002
F1,10.59.126.75,0,2.4389e-06
F1,10.59.126.75,1,0.0002
F1,10.59.174.118,0,-0.0010
F1,10.59.174.118,1,-0.0000
F1,10.59.174.81,0,-0.0011
F1,10.59.174.81,1,-0.0000
F1,10.59.174.13,0,-0.0010
F1,10.59.174.13,1,-0.0000
F1,10.59.174.14,0,-0.0010
F1,10.59.174.14,1,-0.0000
F1,10.59.174.157,0,-0.0010
F1,10.59.174.157,1,-0.0000
F1,10.59.174.62,0,-0.0014
F1,10.59.174.62,1,0.0001
F1,10.59.45.43,0,2.4348e-07
F1,10.59.45.43,1,7.5164e-06
F1,10.59.137.92,0,-0.0000
F1,10.59.137.92,1,0.0000
F1,10.59.45.122,0,0.0000
F1,10.59.45.122,1,0.0009
F1,10.59.179.124,0,3.2573e-06
F1,10.59.179.124,1,0.0006
F1,10.59.43.118,0,0.0000
F1,10.59.43.118,1,0.0010
F1,10.59.34.123,0,8.0672e-08
F1,10.59.34.123,1,5.8258e-06
F1,10.59.45.221,0,-0.0010
F1,10.59.45.221,1,0.0001
F1,10.59.255.220,0,5.9998e-07
F1,10.59.255.220,1,0.0000
F1,10.59.212.16,0,0.0000
F1,10.59.212.16,1,0.0009
F1,10.59.174.16,0,-0.0010
F1,10.59.174.16,1,-0.0000
F1,10.59.174.115,0,-0.0010
F1,10.59.174.115,1,-0.0000
F1,10.59.174.121,0,-0.0010
F1,10.59.174.121,1,-0.0000
F1,10.59.146.157,0,-0.0010
F1,10.59.146.157,1,-0.0000
F1,10.59.22.149,0,4.0881e-06
F1,10.59.22.149,1,0.0003
F1,10.59.174.187,0,-0.0009
F1,10.59.174.187,1,0.0009
F1,10.59.137.78,0,3.2782e-06
F1,10.59.137.78,1,0.0001
F1,10.59.207.157,0,5.3025e-07
F1,10.59.207.157,1,0.0000
F1,10.59.231.16,0,2.2393e-06
F1,10.59.231.16,1,0.0001
F1,10.59.126.220,0,1.4449e-06
F1,10.59.126.220,1,0.0001
F1,10.59.146.4,0,1.9338e-06
F1,10.59.146.4,1,0.0001
F1,10.59.223.216,0,1.7640e-08
F1,10.59.223.216,1,3.7435e-07
F1,10.59.253.123,0,5.3135e-09
F1,10.59.253.123,1,3.0324e-07
F1,10.59.126.7,0,2.2028e-06
F1,10.59.126.7,1,0.0001
F1,10.59.126.82,0,0.0000
F1,10.59.126.82,1,0.0007
F1,10.59.126.110,0,9.3399e-06
F1,10.59.126.110,1,0.0007
F1,10.59.126.174,0,6.6977e-06
F1,10.59.126.174,1,0.0005
F1,10.59.253.121,0,0.
F1,10.59.253.121,1,0.
F1,10.59.174.218,0,-0.0008
F1,10.59.174.218,1,-0.0000
F1,10.59.21.85,0,6.8665e-08
F1,10.59.21.85,1,2.3436e-06
F1,10.59.126.142,0,2.4988e-06
F1,10.59.126.142,1,0.0002
F1,10.59.174.227,0,-0.0010
F1,10.59.174.227,1,-0.0000
F1,10.59.216.204,0,1.6037e-06
F1,10.59.216.204,1,0.0000
F1,10.59.126.152,0,7.5394e-06
F1,10.59.126.152,1,0.0005
F1,10.59.137.151,0,5.0925e-06
F1,10.59.137.151,1,0.0009
F1,10.59.120.177,0,3.9048e-06
F1,10.59.120.177,1,0.0003
F1,10.59.212.2,0,1.4340e-06
F1,10.59.212.2,1,0.0001
F1,10.59.216.48,0,1.7813e-06
F1,10.59.216.48,1,0.0000
F1,10.59.174.45,0,-0.0010
F1,10.59.174.45,1,-0.0000
F1,10.59.174.75,0,-0.0010
F1,10.59.174.75,1,-0.0000
F1,10.59.181.30,0,6.7922e-06
F1,10.59.181.30,1,0.0005
F1,10.59.223.12,0,1.4263e-06
F1,10.59.223.12,1,0.0001
F1,10.59.253.157,0,0.
F1,10.59.253.157,1,0.
F1,10.59.126.187,0,9.5354e-06
F1,10.59.126.187,1,0.0007
F1,10.59.126.247,0,9.8864e-06
F1,10.59.126.247,1,0.0007
F1,10.59.174.194,0,-0.0000
F1,10.59.174.194,1,0.0001
F1,10.59.126.124,0,3.7549e-06
F1,10.59.126.124,1,0.0007
F1,10.59.126.184,0,3.6486e-06
F1,10.59.126.184,1,0.0006
F1,10.59.45.139,0,-0.0000
F1,10.59.45.139,1,0.0000
F1,10.59.253.10,0,0.0000
F1,10.59.253.10,1,0.0007
F1,10.59.223.45,0,-0.0000
F1,10.59.223.45,1,0.0001
F1,10.59.126.118,0,9.5901e-06
F1,10.59.126.118,1,0.0007
F1,10.59.181.8,0,1.9533e-06
F1,10.59.181.8,1,0.0002
F1,10.59.126.30,0,9.6908e-06
F1,10.59.126.30,1,0.0007
F1,10.59.36.142,0,0.
F1,10.59.36.142,1,0.
F1,10.59.137.131,0,-0.0000
F1,10.59.137.131,1,0.0001
F1,10.59.181.79,0,9.9527e-07
F1,10.59.181.79,1,0.0001
F1,10.59.45.5,0,1.9495e-09
F1,10.59.45.5,1,6.0238e-08
F1,10.59.126.122,0,9.8402e-06
F1,10.59.126.122,1,0.0007
F1,10.59.126.149,0,7.3075e-06
F1,10.59.126.149,1,0.0005
F1,10.59.126.125,0,7.4595e-06
F1,10.59.126.125,1,0.0005
F1,10.59.181.247,0,4.4373e-06
F1,10.59.181.247,1,0.0003
F1,10.59.181.185,0,1.3156e-07
F1,10.59.181.185,1,0.0000
F1,10.59.148.187,0,7.1341e-08
F1,10.59.148.187,1,3.0660e-06
F1,10.59.126.4,0,8.2972e-06
F1,10.59.126.4,1,0.0006
F1,10.59.253.58,0,-0.0000
F1,10.59.253.58,1,0.0001
F1,10.59.180.131,0,8.0684e-08
F1,10.59.180.131,1,5.8063e-06
F1,10.59.223.133,0,5.3101e-06
F1,10.59.223.133,1,0.0004
F1,10.59.126.205,0,9.1295e-06
F1,10.59.126.205,1,0.0006
F1,10.59.126.143,0,8.1856e-06
F1,10.59.126.143,1,0.0006
F1,10.59.126.171,0,9.8694e-06
F1,10.59.126.171,1,0.0007
F1,10.59.126.129,0,8.9976e-06
F1,10.59.126.129,1,0.0006
F1,10.59.45.166,0,2.8953e-09
F1,10.59.45.166,1,8.9433e-08
F1,10.59.223.68,0,0.
F1,10.59.223.68,1,0.
F1,10.59.126.194,0,8.8176e-06
F1,10.59.126.194,1,0.0006
F1,10.59.179.30,0,7.3325e-06
F1,10.59.179.30,1,0.0006
F1,10.59.126.113,0,9.3983e-06
F1,10.59.126.113,1,0.0006
F1,10.59.212.105,0,1.2982e-07
F1,10.59.212.105,1,0.0000
F1,10.59.223.223,0,5.9351e-09
F1,10.59.223.223,1,1.8320e-07
F1,10.59.216.234,0,8.4735e-07
F1,10.59.216.234,1,0.0000
F1,10.59.223.168,0,4.9378e-08
F1,10.59.223.168,1,1.9661e-06
F1,10.59.216.208,0,6.8796e-07
F1,10.59.216.208,1,0.0000
F1,10.59.216.128,0,9.3949e-07
F1,10.59.216.128,1,0.0000
F1,10.59.231.85,0,4.5820e-07
F1,10.59.231.85,1,0.0000
F1,10.59.36.81,0,8.5300e-06
F1,10.59.36.81,1,0.0007
F1,10.59.45.98,0,4.6899e-09
F1,10.59.45.98,1,1.4489e-07
F1,10.59.223.137,0,-0.0000
F1,10.59.223.137,1,0.0001
F1,10.59.216.147,0,9.8808e-07
F1,10.59.216.147,1,0.0000
F1,10.59.43.103,0,-0.0000
F1,10.59.43.103,1,0.0000
F1,10.59.36.66,0,9.1028e-06
F1,10.59.36.66,1,0.0008
F1,10.59.216.130,0,0.
F1,10.59.216.130,1,0.
F1,10.59.223.192,0,7.6507e-11
F1,10.59.223.192,1,2.3641e-09
F1,10.59.207.13,0,-0.0001
F1,10.59.207.13,1,0.0009
F1,10.59.45.141,0,1.6346e-07
F1,10.59.45.141,1,6.8142e-06
F1,10.59.216.172,0,1.0446e-06
F1,10.59.216.172,1,0.0000
F1,10.59.229.220,0,1.2592e-06
F1,10.59.229.220,1,0.0001
F1,10.59.216.185,0,6.6961e-07
F1,10.59.216.185,1,0.0000
F1,10.59.181.107,0,7.2670e-06
F1,10.59.181.107,1,0.0006
F1,10.59.216.173,0,8.7297e-07
F1,10.59.216.173,1,0.0000
F1,10.59.181.227,0,2.9935e-06
F1,10.59.181.227,1,0.0003
F1,10.59.216.225,0,8.1860e-07
F1,10.59.216.225,1,0.0000
F1,10.59.126.45,0,4.5067e-06
F1,10.59.126.45,1,0.0003
F1,10.59.207.218,0,1.5421e-07
F1,10.59.207.218,1,0.0001
F1,10.59.212.121,0,7.9064e-07
F1,10.59.212.121,1,0.0001
F1,10.59.212.244,0,8.9574e-10
F1,10.59.212.244,1,2.7672e-08
F1,10.59.179.6,0,1.7316e-07
F1,10.59.179.6,1,0.0000
F1,10.59.36.115,0,1.2513e-07
F1,10.59.36.115,1,0.0000
F1,10.59.207.121,0,-0.0000
F1,10.59.207.121,1,2.7240e-06
F1,10.59.216.18,0,1.0751e-06
F1,10.59.216.18,1,0.0000
F1,10.59.216.8,0,1.3861e-06
F1,10.59.216.8,1,0.0000
F1,10.59.223.231,0,1.0457e-06
F1,10.59.223.231,1,0.0001
F1,10.59.22.124,0,2.0801e-06
F1,10.59.22.124,1,0.0002
F1,10.59.181.221,0,1.6979e-06
F1,10.59.181.221,1,0.0001
F1,10.59.36.246,0,0.
F1,10.59.36.246,1,0.
F1,10.59.207.220,0,2.8656e-06
F1,10.59.207.220,1,0.0001
F1,10.59.223.116,0,-0.0000
F1,10.59.223.116,1,0.0000
F1,10.59.43.12,0,2.4687e-06
F1,10.59.43.12,1,0.0002
F1,10.59.36.162,0,7.2929e-06
F1,10.59.36.162,1,0.0006
F1,10.59.181.242,0,1.1986e-06
F1,10.59.181.242,1,0.0001
F1,10.59.231.90,0,2.3066e-07
F1,10.59.231.90,1,9.7710e-06
F1,10.59.216.92,0,8.2780e-07
F1,10.59.216.92,1,0.0000
F1,10.59.137.35,0,1.2705e-07
F1,10.59.137.35,1,7.6798e-06
F1,10.59.216.139,0,9.0447e-07
F1,10.59.216.139,1,0.0000
F1,10.59.81.213,0,1.2445e-06
F1,10.59.81.213,1,0.0001
F1,10.59.216.233,0,1.2020e-06
F1,10.59.216.233,1,0.0000
F1,10.59.181.180,0,1.1864e-06
F1,10.59.181.180,1,0.0001
F1,10.59.45.75,0,7.5219e-11
F1,10.59.45.75,1,2.3244e-09
F1,10.59.216.254,0,8.7330e-07
F1,10.59.216.254,1,0.0000
F1,10.59.223.172,0,1.0451e-06
F1,10.59.223.172,1,0.0001
F1,10.59.36.180,0,-0.0000
F1,10.59.36.180,1,6.8972e-06
F1,10.59.137.222,0,3.2042e-07
F1,10.59.137.222,1,0.0000
F1,10.59.216.181,0,8.9361e-07
F1,10.59.216.181,1,0.0000
F1,10.59.223.147,0,-0.0000
F1,10.59.223.147,1,0.0000
F1,10.59.137.209,0,1.6543e-07
F1,10.59.137.209,1,0.0000
F1,10.59.223.16,0,3.2284e-06
F1,10.59.223.16,1,0.0003
F1,10.59.45.65,0,1.0706e-10
F1,10.59.45.65,1,3.3082e-09
F1,10.59.166.157,0,1.1779e-06
F1,10.59.166.157,1,0.0001
F1,10.59.253.154,0,1.5477e-07
F1,10.59.253.154,1,0.0000
F1,10.59.36.181,0,1.1914e-06
F1,10.59.36.181,1,0.0001
F1,10.59.45.188,0,1.5215e-06
F1,10.59.45.188,1,0.0001
F1,10.59.166.121,0,9.7756e-07
F1,10.59.166.121,1,0.0001
F1,10.59.43.214,0,9.6330e-07
F1,10.59.43.214,1,0.0001
F1,10.59.56.187,0,1.4103e-08
F1,10.59.56.187,1,2.2249e-07
F1,10.59.20.191,0,0.
F1,10.59.20.191,1,0.
F1,10.59.223.128,0,1.9159e-06
F1,10.59.223.128,1,0.0002
F1,10.59.36.96,0,0.
F1,10.59.36.96,1,0.
F1,10.59.166.177,0,1.3693e-06
F1,10.59.166.177,1,0.0001
F1,10.59.216.85,0,1.8710e-06
F1,10.59.216.85,1,0.0000
F1,10.59.216.166,0,8.8786e-07
F1,10.59.216.166,1,0.0000
F1,10.59.180.25,0,4.5968e-07
F1,10.59.180.25,1,0.0000
F1,10.59.166.228,0,5.0949e-06
F1,10.59.166.228,1,0.0004
F1,10.59.212.7,0,6.5634e-08
F1,10.59.212.7,1,5.3419e-06
F1,10.59.137.140,0,3.3528e-06
F1,10.59.137.140,1,0.0003
F1,10.59.81.75,0,5.6649e-07
F1,10.59.81.75,1,0.0000
F1,10.59.180.187,0,2.0021e-07
F1,10.59.180.187,1,0.0000
F1,10.59.215.120,0,6.0593e-07
F1,10.59.215.120,1,0.0000
F1,10.59.223.159,0,0.
F1,10.59.223.159,1,0.
F1,10.59.180.181,0,1.3817e-06
F1,10.59.180.181,1,0.0001
F1,10.59.216.167,0,1.0364e-06
F1,10.59.216.167,1,0.0000
F1,10.59.166.16,0,5.8872e-07
F1,10.59.166.16,1,0.0000
F1,10.59.216.41,0,7.9538e-07
F1,10.59.216.41,1,0.0000
F1,10.59.181.62,0,2.8365e-06
F1,10.59.181.62,1,0.0002
F1,10.59.231.170,0,8.9129e-07
F1,10.59.231.170,1,0.0001
F1,10.59.56.103,0,2.4251e-06
F1,10.59.56.103,1,0.0002
F1,10.59.181.233,0,7.9776e-07
F1,10.59.181.233,1,0.0001
F1,10.59.216.239,0,1.0046e-06
F1,10.59.216.239,1,0.0000
F1,10.59.181.206,0,2.4648e-07
F1,10.59.181.206,1,0.0000
F1,10.59.216.197,0,4.5494e-07
F1,10.59.216.197,1,8.0588e-06
F1,10.59.216.255,0,9.7420e-07
F1,10.59.216.255,1,0.0000
F1,10.59.223.26,0,1.4148e-07
F1,10.59.223.26,1,4.3669e-06
F1,10.59.223.186,0,3.1776e-07
F1,10.59.223.186,1,0.0000
F1,10.59.171.218,0,3.1701e-06
F1,10.59.171.218,1,0.0002
F1,10.59.81.81,0,4.7307e-07
F1,10.59.81.81,1,0.0000
F1,10.59.137.161,0,-0.0000
F1,10.59.137.161,1,0.0000
F1,10.59.20.14,0,0.
F1,10.59.20.14,1,0.
F1,10.59.223.28,0,7.5700e-07
F1,10.59.223.28,1,0.0001
F1,10.59.137.53,0,1.5836e-07
F1,10.59.137.53,1,0.0000
F1,10.59.223.31,0,3.3998e-08
F1,10.59.223.31,1,7.0907e-07
F1,10.59.223.59,0,3.8992e-07
F1,10.59.223.59,1,0.0000
F1,10.59.223.247,0,0.
F1,10.59.223.247,1,0.
F1,10.59.216.124,0,0.
F1,10.59.216.124,1,0.
F1,10.59.45.224,0,3.8599e-07
F1,10.59.45.224,1,0.0000
F1,10.59.180.88,0,0.
F1,10.59.180.88,1,0.
F1,10.59.22.245,0,2.5044e-07
F1,10.59.22.245,1,0.0000
F1,10.59.141.201,0,1.9504e-07
F1,10.59.141.201,1,0.0000
F1,10.59.216.210,0,5.1298e-07
F1,10.59.216.210,1,0.0000
F1,10.59.212.30,0,1.5926e-08
F1,10.59.212.30,1,4.9162e-07
F1,10.59.181.106,0,3.0417e-06
F1,10.59.181.106,1,0.0002
F1,10.59.212.56,0,3.4294e-10
F1,10.59.212.56,1,1.0598e-08
F1,10.59.216.202,0,9.3230e-07
F1,10.59.216.202,1,0.0000
F1,10.59.43.121,0,2.3908e-07
F1,10.59.43.121,1,0.0000
F1,10.59.126.90,0,7.0772e-07
F1,10.59.126.90,1,0.0000
F1,10.59.216.119,0,1.0285e-06
F1,10.59.216.119,1,0.0000
F1,10.59.36.82,0,-0.0000
F1,10.59.36.82,1,4.9083e-07
F1,10.59.181.16,0,2.3064e-08
F1,10.59.181.16,1,3.8854e-06
F1,10.59.229.194,0,2.1024e-07
F1,10.59.229.194,1,0.0000
F1,10.59.207.194,0,-0.0000
F1,10.59.207.194,1,0.0000
F1,10.59.137.77,0,7.6449e-11
F1,10.59.137.77,1,2.3605e-09
F1,10.59.174.199,0,1.0125e-09
F1,10.59.174.199,1,3.1254e-08
F1,10.59.181.204,0,7.4072e-08
F1,10.59.181.204,1,5.5325e-06
F1,10.59.181.51,0,2.3209e-07
F1,10.59.181.51,1,0.0000
F1,10.59.253.170,0,-0.0000
F1,10.59.253.170,1,-0.0000
F1,10.59.45.108,0,2.7436e-07
F1,10.59.45.108,1,0.0000
F1,10.59.126.218,0,1.1661e-06
F1,10.59.126.218,1,0.0001
F1,10.59.20.92,0,0.
F1,10.59.20.92,1,0.
F1,10.59.216.206,0,1.0011e-06
F1,10.59.216.206,1,0.0000
F1,10.59.45.180,0,2.1522e-07
F1,10.59.45.180,1,0.0000
F1,10.59.181.160,0,1.1823e-06
F1,10.59.181.160,1,0.0001
F1,10.59.223.220,0,1.9851e-12
F1,10.59.223.220,1,5.6155e-11
F1,10.59.126.151,0,1.6929e-08
F1,10.59.126.151,1,3.0900e-07
F1,10.59.137.98,0,1.6339e-06
F1,10.59.137.98,1,0.0001
F1,10.59.181.77,0,2.3029e-06
F1,10.59.181.77,1,0.0002
F1,10.59.253.177,0,1.5885e-09
F1,10.59.253.177,1,8.8860e-08
F1,10.59.223.194,0,-0.0000
F1,10.59.223.194,1,0.0000
F1,10.59.166.2,0,2.9577e-07
F1,10.59.166.2,1,0.0000
F1,10.59.137.150,0,1.3911e-06
F1,10.59.137.150,1,0.0001
F1,10.59.45.59,0,2.0475e-07
F1,10.59.45.59,1,0.0000
F1,10.59.126.199,0,1.2493e-06
F1,10.59.126.199,1,0.0001
F1,10.59.216.72,0,6.6946e-07
F1,10.59.216.72,1,0.0000
F1,10.59.45.247,0,7.2814e-08
F1,10.59.45.247,1,5.5636e-06
F1,10.59.45.66,0,5.7808e-07
F1,10.59.45.66,1,0.0000
F1,10.59.137.220,0,1.4177e-07
F1,10.59.137.220,1,7.3567e-06
F1,10.59.179.51,0,4.0950e-07
F1,10.59.179.51,1,0.0000
F1,10.59.20.203,0,0.
F1,10.59.20.203,1,0.
F1,10.59.231.247,0,4.2199e-07
F1,10.59.231.247,1,0.0000
F1,10.59.181.45,0,9.7884e-07
F1,10.59.181.45,1,0.0001
F1,10.59.45.73,0,-0.0000
F1,10.59.45.73,1,1.5242e-07
F1,10.59.137.86,0,4.1501e-07
F1,10.59.137.86,1,0.0000
F1,10.59.22.194,0,3.5918e-07
F1,10.59.22.194,1,0.0000
F1,10.59.43.199,0,2.4397e-06
F1,10.59.43.199,1,0.0002
F1,10.59.137.192,0,7.5661e-08
F1,10.59.137.192,1,5.6324e-06
F1,10.59.223.67,0,7.7710e-08
F1,10.59.223.67,1,9.0597e-06
F1,10.59.137.11,0,2.1660e-08
F1,10.59.137.11,1,3.8384e-06
F1,10.59.255.81,0,-0.0000
F1,10.59.255.81,1,8.6853e-07
F1,10.59.137.14,0,2.9752e-07
F1,10.59.137.14,1,0.0000
F1,10.59.137.143,0,1.4583e-07
F1,10.59.137.143,1,8.2596e-06
F1,10.59.207.45,0,-0.0000
F1,10.59.207.45,1,0.0000
F1,10.59.181.2,0,6.5172e-07
F1,10.59.181.2,1,0.0001
F1,10.59.181.228,0,1.4340e-06
F1,10.59.181.228,1,0.0001
F1,10.59.43.11,0,9.2813e-08
F1,10.59.43.11,1,6.1808e-06
F1,10.59.20.39,0,0.
F1,10.59.20.39,1,0.
F1,10.59.126.16,0,9.9133e-08
F1,10.59.126.16,1,7.2599e-06
F1,10.59.21.124,0,-0.0000
F1,10.59.21.124,1,0.0000
F1,10.59.181.130,0,2.4892e-07
F1,10.59.181.130,1,0.0000
F1,10.59.181.152,0,6.6115e-08
F1,10.59.181.152,1,1.2087e-06
F1,10.59.137.191,0,3.2412e-07
F1,10.59.137.191,1,0.0000
F1,10.59.137.109,0,1.4864e-06
F1,10.59.137.109,1,0.0001
F1,10.59.137.254,0,-0.0000
F1,10.59.137.254,1,3.9296e-07
F1,10.59.56.54,0,0.
F1,10.59.56.54,1,0.
F1,10.59.56.86,0,5.4866e-07
F1,10.59.56.86,1,0.0000
F1,10.59.181.210,0,8.2756e-08
F1,10.59.181.210,1,0.0000
